date,open,high,low,close,volume
2019-01-02,12.156613,12.720449,12.151148,12.597480,17126000
2019-01-03,12.315104,12.419855,11.964415,11.989920,21111000
2019-01-04,12.213997,12.592012,12.146591,12.575616,21270000
2019-01-07,12.612961,12.849790,12.514586,12.687653,13940000
2019-01-08,12.773279,12.795141,12.147505,12.472689,27463000
2019-01-09,12.634825,13.177709,12.595657,13.116680,33367000
2019-01-10,13.033789,13.259688,12.878939,13.168599,20094000
2019-01-11,13.112126,13.396320,13.016483,13.126699,22813000
2019-01-14,12.957276,12.963652,12.627537,12.791495,32391000
2019-01-15,12.872565,12.967297,12.650310,12.752329,14539000
2019-01-16,12.765078,12.911730,12.628446,12.638466,19124000
2019-01-17,12.567416,12.929946,12.447180,12.912640,18445000
2019-01-18,13.052007,13.652277,13.034700,13.440042,37802000
2019-01-22,13.330737,13.347133,12.609320,12.742309,37249000
2019-01-23,12.813358,12.959099,12.531896,12.691299,35068000
2019-01-24,13.685979,14.772660,13.665029,14.683394,134214000
2019-01-25,14.850086,15.194399,14.551318,15.074162,71585000
2019-01-28,14.574090,15.211707,14.483001,15.126084,45139000
2019-01-29,15.424849,15.482235,14.930242,15.028617,34212000
2019-01-30,15.250875,15.715425,15.179828,15.569684,38807000
2019-01-31,15.449444,15.749125,15.290039,15.446712,30481000
2019-02-01,15.503186,15.803776,15.433048,15.737282,28917000
2019-02-04,15.708141,15.844773,15.565131,15.772813,17386000
2019-02-05,15.719973,15.889398,15.639817,15.821081,24743000
2019-02-06,15.879384,16.444129,15.849324,16.131697,33794000
2019-02-07,15.942230,16.095257,15.781914,16.005991,21664000
2019-02-08,15.729084,15.998704,15.635264,15.967735,17042000
2019-02-11,15.997793,16.122585,15.925833,16.024208,16828000
2019-02-12,16.213672,16.408601,16.149910,16.327532,19631000
2019-02-13,16.403132,16.665466,16.330262,16.487844,20281000
2019-02-14,16.401316,16.873151,16.401316,16.516996,20012000
2019-02-15,16.579849,16.682779,16.335733,16.495136,23138000
2019-02-19,16.481471,16.669112,16.415887,16.424086,15516000
2019-02-20,16.502429,16.687337,16.446864,16.597160,21972000
2019-02-21,16.595331,16.654539,16.265593,16.288364,19141000
2019-02-22,16.071576,16.387652,15.949519,16.324802,27103000
2019-02-25,16.605349,16.612638,16.343016,16.359411,18380000
2019-02-26,16.294741,16.424997,16.231890,16.264683,15063000
2019-02-27,16.180884,16.232803,15.878471,16.140804,17586000
2019-02-28,16.046064,16.126223,15.931294,16.039688,16597000
2019-03-01,16.183613,16.310226,16.021477,16.099812,15136000
2019-03-04,16.154467,16.422265,16.082507,16.192724,22781000
2019-03-05,16.118943,16.147180,15.689919,15.807423,25756000
2019-03-06,15.803776,15.842944,15.319188,15.411187,30124000
2019-03-07,15.349246,15.351979,15.019508,15.226277,24467000
2019-03-08,15.002199,15.431225,14.902004,15.378393,19439000
2019-03-11,15.451266,15.765521,15.441247,15.668056,20297000
2019-03-12,15.745480,15.777360,15.566948,15.672609,16354000
2019-03-13,15.768252,15.768252,15.485878,15.522314,21585000
2019-03-14,15.576055,16.252839,15.576055,16.079771,36232000
2019-03-15,16.517908,17.120910,16.427730,16.613550,61230000
2019-03-18,16.561628,16.702815,16.260127,16.414066,20343000
