date,open,high,low,close,volume
2019-01-02,20.574142,21.057800,20.379024,20.959415,30346000
2019-01-03,20.219453,20.383153,19.042963,19.095049,68580000
2019-01-04,19.370365,19.548946,19.153750,19.282726,54248000
2019-01-07,19.317452,19.862293,19.078516,19.675444,53433000
2019-01-08,19.851541,19.999533,19.294299,19.517527,36795000
2019-01-09,19.711815,20.394726,19.664690,20.361656,52971000
2019-01-10,20.302960,20.716344,20.202922,20.629534,29594000
2019-01-11,20.622095,20.910636,20.612999,20.716345,20158000
2019-01-14,20.512961,20.799849,20.330244,20.741148,25498000
2019-01-15,20.897408,21.679532,20.835401,21.205793,39247000
2019-01-16,21.264489,21.276891,20.781656,20.809767,24484000
2019-01-17,20.674181,21.276895,20.563393,21.109888,35154000
2019-01-18,21.424057,21.656379,21.247956,21.563782,34634000
2019-01-22,21.330629,21.451337,21.074331,21.354607,37156000
2019-01-23,21.457960,21.571226,20.970992,21.290953,31771000
2019-01-24,21.586104,22.054055,21.495987,21.789490,35999000
2019-01-25,21.923426,22.183030,21.571222,22.152441,30333000
2019-01-28,21.624967,22.227681,21.384377,22.125988,31320000
2019-01-29,22.103663,22.124332,21.812639,22.018505,27870000
2019-01-30,22.322755,22.632793,22.105314,22.390551,28727000
2019-01-31,22.369053,22.405431,22.020984,22.178070,21063000
2019-02-01,22.252482,22.289685,21.900278,22.059017,22878000
2019-02-04,22.116063,22.499684,21.905237,22.498030,20761000
2019-02-05,22.484804,22.705551,22.315316,22.322758,22619000
2019-02-06,22.593109,23.149525,22.550117,22.836180,27064000
2019-02-07,22.559206,22.700584,22.016845,22.247515,28646000
2019-02-08,22.102007,22.677439,22.079684,22.658422,23903000
2019-02-11,22.686534,22.818817,22.593935,22.795668,18012000
2019-02-12,23.037912,23.181770,22.906456,23.099092,19809000
2019-02-13,23.149522,23.328104,22.981689,23.258656,19190000
2019-02-14,23.199133,23.384330,23.062717,23.273542,16015000
2019-02-15,23.487669,23.487669,23.049482,23.309088,17352000
2019-02-19,23.244604,23.383502,23.161927,23.286770,15152000
2019-02-20,23.418224,23.697671,23.338027,23.432278,16150000
2019-02-21,23.417400,23.426494,23.061063,23.227243,13254000
2019-02-22,23.145395,23.149528,22.708033,22.860159,27225000
2019-02-25,23.214014,23.218148,23.023857,23.033779,19245000
2019-02-26,22.978384,22.984999,22.690669,22.736141,27211000
2019-02-27,22.588973,22.744405,22.288029,22.445942,29146000
2019-02-28,22.320275,22.794840,22.209489,22.765903,31460000
2019-03-01,22.961847,22.997398,22.416180,22.550116,19035000
2019-03-04,22.736139,22.866769,22.393857,22.727045,17382000
2019-03-05,22.777478,23.185903,22.697281,22.902321,21699000
2019-03-06,22.873380,22.895704,22.362437,22.434366,19973000
2019-03-07,22.337638,22.350041,21.833310,21.951538,25411000
2019-03-08,21.624961,21.889527,21.429843,21.842402,22167000
2019-03-11,21.900275,22.368226,21.830826,22.245037,27161000
2019-03-12,22.302912,22.325235,21.849016,22.292164,23324000
2019-03-13,22.364921,22.577400,22.241732,22.422794,32089000
2019-03-14,22.495552,22.509607,22.148309,22.173939,43094000
2019-03-15,23.683619,24.765859,23.438896,24.000271,144066000
2019-03-18,23.995308,24.553376,23.993654,24.293772,56746000
2019-03-19,24.320228,24.884084,24.316094,24.746014,51556000
2019-03-20,24.857794,24.941210,24.214662,24.276390,41263000
2019-03-21,24.347288,24.972070,24.273883,24.757692,27379000
2019-03-22,24.684292,24.727668,24.307255,24.411524,23307000
2019-03-25,24.373978,24.539141,24.107049,24.370642,23878000
2019-03-26,24.554998,24.980417,24.543320,24.776882,28009000
2019-03-27,24.821920,24.914511,24.395668,24.688456,21862000
2019-03-28,24.783549,25.299890,24.663430,24.947042,33030000
2019-03-29,25.126387,25.247340,24.881146,25.083845,24493000
2019-04-01,25.284044,25.587675,25.003768,25.507597,27040000
2019-04-02,25.538462,25.637728,25.242338,25.279041,22857000
2019-04-03,25.543466,25.641897,25.176438,25.374968,22266000
2019-04-04,25.420844,25.525113,25.163924,25.191452,15228000
2019-04-05,25.358283,25.394987,25.174770,25.381639,18875000
2019-04-08,25.369961,25.466724,25.191454,25.398323,13899000
2019-04-09,25.239833,25.367459,25.048812,25.312405,11621000
2019-04-10,25.324916,25.672758,25.274866,25.651070,14992000
2019-04-11,25.704458,25.874624,25.544299,25.809561,16669000
2019-04-12,25.971384,26.479383,25.906319,26.445183,30087000
2019-04-15,26.445185,26.486060,26.123202,26.392633,16216000
2019-04-16,26.692929,26.693763,26.367609,26.567806,21116000
2019-04-17,26.712949,26.771343,26.512754,26.737143,18138000
2019-04-18,26.779688,26.897302,26.539451,26.577822,26548000
2019-04-22,26.469376,26.516922,26.209120,26.275852,13504000
2019-04-23,26.422665,26.533607,26.208288,26.329239,19777000
2019-04-24,26.240822,26.443522,26.124875,26.219969,23335000
2019-04-25,26.104848,26.104848,25.572657,26.010588,26732000
2019-04-26,25.787876,25.938022,25.450876,25.892979,16404000
2019-04-29,25.962209,26.248323,25.895477,26.085663,13404000
2019-04-30,26.135718,26.561135,26.069819,26.559467,18953000
2019-05-01,26.734636,26.959858,26.583654,26.601171,18158000
2019-05-02,26.691262,26.875612,26.211625,26.344255,20428000
2019-05-03,26.271683,26.413489,25.916333,26.335077,19214000
2019-05-06,25.591014,26.019769,25.470895,25.989738,14371000
2019-05-07,25.746168,25.827081,25.335763,25.632723,21734000
2019-05-08,25.466721,25.663582,25.284042,25.307398,15099000
2019-05-09,25.024622,25.512602,24.761863,25.363289,22282000
2019-05-10,25.294051,25.475063,24.746012,25.354944,21025000
2019-05-13,24.509112,24.664265,24.040317,24.472408,37864000
2019-05-14,24.665100,25.408331,24.647583,25.191452,34277000
2019-05-15,25.047148,25.672763,24.908678,25.389151,18166000
2019-05-16,25.003773,25.283214,24.582524,24.798571,34233000
2019-05-17,24.422360,24.488258,24.057834,24.181290,39094000
2019-05-20,23.189479,23.352140,22.408712,22.738203,65162000
2019-05-21,23.113574,23.337963,22.910041,22.966764,25060000
2019-05-22,22.562197,22.944240,22.436239,22.457094,31809000
2019-05-23,22.070049,22.145957,21.535356,21.695515,46607000
2019-05-24,21.913223,22.166805,21.332651,21.349335,27963000
2019-05-28,21.401888,21.498651,20.861358,21.227551,61965000
2019-05-29,21.082404,21.385201,20.985643,21.197517,28132000
2019-05-30,21.242570,21.466123,21.197526,21.406065,17310000
2019-05-31,21.107429,21.332649,20.937261,20.990646,22192000
2019-06-03,21.066563,21.548705,20.953953,21.119116,28911000
2019-06-04,21.434422,22.188498,21.334324,22.163473,36805000
2019-06-05,22.439578,22.648116,21.888202,22.165142,23651000
2019-06-06,22.273582,22.939237,22.128439,22.754889,32687000
2019-06-07,22.920884,23.178638,22.795760,22.928391,25963000
2019-06-10,23.083547,23.754206,23.082714,23.373833,23280000
2019-06-11,24.231341,24.336444,23.307098,23.646599,37105000
2019-06-12,23.495616,23.619905,23.140266,23.333790,27057000
2019-06-13,23.483107,23.597386,23.140269,23.490614,37735000
2019-06-14,21.530351,22.362836,21.476964,22.182659,100797000
2019-06-17,22.091733,22.413718,21.799780,22.185993,35785000
2019-06-18,22.367841,23.608227,22.226868,23.193653,54920000
2019-06-19,23.254546,23.278736,22.831630,23.146940,28920000
2019-06-20,23.565685,23.810927,23.119413,23.277069,57291000
2019-06-21,23.294753,23.664458,23.071583,23.074110,45399000
2019-06-24,23.202961,23.533926,23.159169,23.512873,20506000
2019-06-25,23.509504,23.822785,23.245068,23.286333,24436000
