date,open,high,low,close,volume
2019-01-02,25.815200,27.757590,25.722366,27.321980,8447620
2019-01-03,26.422193,26.536453,25.372447,25.458141,10233934
2019-01-04,26.136551,26.722125,25.900895,26.536457,8378427
2019-01-07,26.650711,27.650469,26.536454,27.479082,7895135
2019-01-08,28.036087,28.157486,26.529308,27.214857,10188555
2019-01-09,27.393389,29.699976,27.386248,28.414572,12517829
2019-01-10,28.221762,28.743065,27.764729,28.428854,6408480
2019-01-11,28.250323,28.943014,27.729022,28.585958,6663157
2019-01-14,27.057756,27.257707,25.822339,27.179155,17789852
2019-01-15,27.179154,27.307693,26.393629,26.907791,8318495
2019-01-16,27.007770,27.664754,26.893512,27.014912,6493019
2019-01-17,26.600721,26.700696,25.008249,26.043713,13073357
2019-01-18,26.100844,28.007527,25.893752,27.993244,12372696
2019-01-22,27.828998,27.828998,26.729264,26.822098,8664062
2019-01-23,27.086320,27.386248,26.557877,26.864944,6226832
2019-01-24,27.614761,29.521443,27.529068,28.664507,20798751
2019-01-25,32.492154,34.241732,29.657126,30.821129,49852228
2019-01-28,30.014188,31.528107,29.707120,31.420992,15724384
2019-01-29,31.420988,31.799468,30.321254,30.385525,8760377
2019-01-30,30.828279,31.413853,30.335541,31.299595,8902864
2019-01-31,31.285304,32.185087,31.063928,32.127956,9827906
2019-02-01,31.942291,33.763279,31.942291,33.563328,12145272
2019-02-04,33.606178,34.198892,32.920629,34.170326,8037622
2019-02-05,33.877540,34.455970,33.663306,33.856117,7871982
2019-02-06,33.863258,34.763041,33.856119,34.277443,6947867
2019-02-07,33.770418,33.920385,32.456450,32.749237,9321329
2019-02-08,31.742338,33.370514,31.456690,33.356232,9419363
2019-02-11,33.406225,33.477638,32.570712,32.799229,5521805
2019-02-12,33.177706,34.156042,33.099156,33.748997,6130782
2019-02-13,34.763036,34.813024,33.948946,34.056065,8083795
2019-02-14,33.963234,34.570231,33.898964,34.263165,7003433
2019-02-15,34.605942,34.605942,33.834696,34.027508,5873194
2019-02-19,34.577373,34.984415,34.034644,34.277443,6351988
2019-02-20,34.241734,35.127234,34.213172,34.605934,6255409
2019-02-21,34.548808,34.634501,33.599037,33.699013,5007687
2019-02-22,34.320292,35.384321,33.877542,35.341473,6380432
2019-02-25,36.348373,37.305283,36.248397,36.676865,10260130
2019-02-26,36.555471,36.848258,36.062730,36.398365,5315153
2019-02-27,36.298383,36.684002,34.634498,34.663063,9120630
2019-02-28,34.384562,36.077009,33.320533,35.919907,14631454
2019-03-01,36.434065,37.098192,36.126995,36.891098,10237506
2019-03-04,37.326708,38.133655,36.833967,37.569504,11006169
2019-03-05,37.133895,37.305280,36.048444,36.234112,8393906
2019-03-06,35.962752,35.962752,34.348857,34.363140,10472603
2019-03-07,34.177469,34.177469,32.427891,33.556190,11745197
2019-03-08,32.877785,33.963236,32.656408,33.906109,7039551
2019-03-11,34.098920,35.705675,34.034646,35.462875,8347998
2019-03-12,35.484294,36.105573,34.813027,35.098675,6387973
2019-03-13,35.091536,35.327192,34.327433,34.984417,7951495
2019-03-14,34.705910,34.791603,33.670443,33.977512,10354063
2019-03-15,34.027509,35.084399,34.020370,34.348862,15912779
2019-03-18,34.413125,34.755900,34.156043,34.484535,6486801
2019-03-19,34.791602,34.877295,34.077488,34.191746,6284382
2019-03-20,34.163182,34.398841,33.249120,33.684727,7164707
