regime,n_days,total_return,cagr,vol_annual,sharpe,sortino,max_drawdown,calmar,exposure,n_trades,win_rate,avg_holding_days
bull,1236,0.24886243725092316,0.046351821448628705,0.03314636583077326,1.3835567489356315,1.1633673192774077,-0.0378000436625876,1.2262372462417335,1.0,1,1.0,1236.0
bear,56,0.008533852690572052,0.03897993851471604,0.14588302976210288,0.33541794612650827,0.28642017188737073,-0.04157883304698584,0.937494769770644,1.0,1,1.0,56.0
sideways,376,-0.043800426857113495,-0.029571848003660084,0.04027849067540902,-0.7249901312019004,-0.34076025891081113,-0.0480116244217188,-0.615931003373483,1.0,1,0.0,376.0
