year,total_return,cagr,vol_annual,sharpe,sortino,max_drawdown,calmar,exposure,n_trades,win_rate,avg_holding_days
2019,-0.0009606392220248283,-0.0009606392220248283,0.0017442485965518436,-0.5501375457105467,-0.08132363964601434,-0.001626731766285916,-0.5905332654922689,1.0,1,0.0,252.0
2020,-0.00790698886242236,-0.007875859338840718,0.009394898649493203,-0.8368919078157802,-0.11343240320660897,-0.009368156218983792,-0.8407053805188412,1.0,1,0.0,253.0
2021,-0.0002302454142760757,-0.0002302454142760757,0.001843474807853675,-0.12398993283421239,-0.02238399931243252,-0.0014145230556180666,-0.16277247186718458,1.0,1,0.0,252.0
2022,-0.0020014203220185545,-0.0020093860915939565,0.004712310300801318,-0.42448173348798757,-0.12076415976433398,-0.003261525027143497,-0.6160878959600729,1.0,1,0.0,251.0
2023,0.0015695993182207602,0.0015821660410195726,0.0016181064860685773,0.9778271323694988,,-4.444444444429152e-05,35.59873592306287,1.0,1,1.0,250.0
2024,0.0007421117943842148,0.0007421117943842148,0.0007370801659599382,1.0068229053352715,0.9734761604918287,-0.00015534404969574922,4.777214163256887,1.0,1,1.0,252.0
2025,0.0070986666257819575,0.007155658660337405,0.010912480742763953,0.6588496842474497,0.22594050918129882,-0.004181958239063643,1.7110784592482169,1.0,1,1.0,250.0
2026,0.0673727344693873,0.16597273828615466,0.04338487153579511,3.5620739544150366,4.836663336625984,-0.012297179880016773,13.496813082799948,1.0,1,1.0,107.0
